id_student,code_module,code_presentation,registration_offset_days,dropout,early_assessment_count,early_assessment_score_mean,early_assessment_score_std,early_assessment_scheduled_count,early_assessment_submission_rate
114999,AAA,2013J,-68.0,0,2,76.5,3.5355339059327378,2,1.0
116541,AAA,2013J,-68.0,0,2,71.0,7.0710678118654755,2,1.0
116692,AAA,2013J,-32.0,0,2,74.5,3.5355339059327378,2,1.0
118983,AAA,2013J,-99.0,0,2,68.0,7.0710678118654755,2,1.0
123044,AAA,2013J,-82.0,0,2,73.5,2.1213203435596424,2,1.0
127582,AAA,2013J,-31.0,0,2,67.5,2.1213203435596424,2,1.0
129955,AAA,2013J,-197.0,1,2,83.5,2.1213203435596424,2,1.0
132976,AAA,2013J,-75.0,0,2,64.0,1.4142135623730951,2,1.0
134143,AAA,2013J,-96.0,0,2,85.0,2.8284271247461903,2,1.0
135335,AAA,2013J,-29.0,1,0,,0.0,0,0.0
135400,AAA,2013J,-32.0,1,2,61.5,14.849242404917497,2,1.0
137873,AAA,2013J,-195.0,0,2,76.5,6.363961030678928,2,1.0
141355,AAA,2013J,-61.0,0,2,75.5,2.1213203435596424,2,1.0
141377,AAA,2013J,-110.0,1,1,45.0,0.0,2,0.5
142326,AAA,2013J,-37.0,0,2,70.5,7.7781745930520225,2,1.0
144801,AAA,2013J,-67.0,0,2,62.5,2.1213203435596424,2,1.0
145130,AAA,2013J,-36.0,0,2,56.0,26.870057685088806,2,1.0
146188,AAA,2013J,-132.0,0,2,52.5,0.7071067811865476,2,1.0
147756,AAA,2013J,-92.0,0,2,74.5,3.5355339059327378,2,1.0
147793,AAA,2013J,-138.0,1,1,52.0,0.0,2,0.5
148993,AAA,2013J,-174.0,1,2,69.0,1.4142135623730951,2,1.0
151358,AAA,2013J,-44.0,0,2,51.0,4.242640687119285,2,1.0
155550,AAA,2013J,-16.0,0,2,70.5,6.363961030678928,2,1.0
155854,AAA,2013J,-54.0,0,2,80.5,2.1213203435596424,2,1.0
155984,AAA,2013J,-64.0,1,2,80.0,7.0710678118654755,2,1.0
157568,AAA,2013J,-52.0,0,2,80.0,1.4142135623730951,2,1.0
159954,AAA,2013J,-46.0,1,2,66.5,2.1213203435596424,2,1.0
164259,AAA,2013J,-64.0,0,2,70.0,16.97056274847714,2,1.0
167906,AAA,2013J,-117.0,0,2,59.0,1.4142135623730951,2,1.0
168936,AAA,2013J,-32.0,0,2,77.5,2.1213203435596424,2,1.0
172112,AAA,2013J,-50.0,0,2,63.5,4.949747468305833,2,1.0
172797,AAA,2013J,-45.0,0,2,57.0,4.242640687119285,2,1.0
174782,AAA,2013J,-162.0,0,2,81.0,2.8284271247461903,2,1.0
175392,AAA,2013J,-195.0,0,2,79.5,7.7781745930520225,2,1.0
175932,AAA,2013J,-92.0,0,2,74.5,2.1213203435596424,2,1.0
175991,AAA,2013J,-57.0,0,2,39.5,16.263455967290593,2,1.0
180753,AAA,2013J,-64.0,0,2,60.0,1.4142135623730951,2,1.0
181316,AAA,2013J,-39.0,1,1,76.0,0.0,2,0.5
183096,AAA,2013J,-128.0,0,2,55.0,2.8284271247461903,2,1.0
183947,AAA,2013J,-32.0,0,2,50.0,24.041630560342615,2,1.0
184271,AAA,2013J,-74.0,0,2,63.5,2.1213203435596424,2,1.0
185439,AAA,2013J,-12.0,0,1,74.0,0.0,2,0.5
186149,AAA,2013J,-109.0,0,2,83.0,2.8284271247461903,2,1.0
187100,AAA,2013J,-136.0,0,2,89.0,1.4142135623730951,2,1.0
188278,AAA,2013J,-57.0,1,1,76.0,0.0,2,0.5
189879,AAA,2013J,-180.0,0,2,80.5,6.363961030678928,2,1.0
192183,AAA,2013J,-62.0,0,2,70.5,6.363961030678928,2,1.0
195262,AAA,2013J,-45.0,1,0,,0.0,0,0.0
200860,AAA,2013J,-54.0,0,2,63.5,7.7781745930520225,2,1.0
202635,AAA,2013J,-73.0,1,2,69.0,1.4142135623730951,2,1.0
205350,AAA,2013J,-68.0,0,2,67.0,11.313708498984761,2,1.0
205719,AAA,2013J,-51.0,0,2,65.0,2.8284271247461903,2,1.0
227499,AAA,2013J,-169.0,0,2,83.5,0.7071067811865476,2,1.0
227517,AAA,2013J,-172.0,0,2,65.0,2.8284271247461903,2,1.0
228082,AAA,2013J,-31.0,0,2,63.0,7.0710678118654755,2,1.0
228222,AAA,2013J,-108.0,0,2,58.0,18.384776310850235,2,1.0
229179,AAA,2013J,-165.0,0,2,66.0,2.8284271247461903,2,1.0
229361,AAA,2013J,-58.0,0,2,78.5,3.5355339059327378,2,1.0
231554,AAA,2013J,-29.0,0,2,71.0,12.727922061357855,2,1.0
235507,AAA,2013J,-79.0,1,1,65.0,0.0,2,0.5
236284,AAA,2013J,2.0,0,2,84.5,0.7071067811865476,2,1.0
238007,AAA,2013J,-151.0,0,2,78.0,7.0710678118654755,2,1.0
240712,AAA,2013J,-45.0,0,2,81.5,0.7071067811865476,2,1.0
240884,AAA,2013J,-47.0,0,2,64.0,14.142135623730951,2,1.0
241649,AAA,2013J,-50.0,0,2,75.5,13.435028842544403,2,1.0
241729,AAA,2013J,-31.0,0,2,53.0,2.8284271247461903,2,1.0
242793,AAA,2013J,-36.0,0,2,70.5,6.363961030678928,2,1.0
246834,AAA,2013J,-16.0,0,2,58.0,2.8284271247461903,2,1.0
248270,AAA,2013J,-198.0,0,2,78.0,1.4142135623730951,2,1.0
255548,AAA,2013J,-103.0,0,2,79.5,6.363961030678928,2,1.0
256815,AAA,2013J,-117.0,0,2,73.0,2.8284271247461903,2,1.0
258392,AAA,2013J,-68.0,0,2,57.5,0.7071067811865476,2,1.0
258894,AAA,2013J,-172.0,0,2,61.5,4.949747468305833,2,1.0
260355,AAA,2013J,-186.0,1,2,57.5,3.5355339059327378,2,1.0
262011,AAA,2013J,-145.0,0,2,69.5,13.435028842544403,2,1.0
262934,AAA,2013J,-191.0,0,2,80.5,0.7071067811865476,2,1.0
268073,AAA,2013J,-33.0,0,2,71.0,9.899494936611665,2,1.0
268733,AAA,2013J,-17.0,1,1,51.0,0.0,2,0.5
271251,AAA,2013J,-68.0,0,2,71.0,12.727922061357855,2,1.0
277880,AAA,2013J,-108.0,1,2,67.5,3.5355339059327378,2,1.0
279572,AAA,2013J,-138.0,0,2,80.5,2.1213203435596424,2,1.0
281022,AAA,2013J,-74.0,0,2,71.0,1.4142135623730951,2,1.0
281250,AAA,2013J,-64.0,0,2,60.0,4.242640687119285,2,1.0
281589,AAA,2013J,-50.0,0,0,,0.0,0,0.0
282821,AAA,2013J,-107.0,0,2,57.0,5.656854249492381,2,1.0
286488,AAA,2013J,-8.0,0,2,64.0,12.727922061357855,2,1.0
287548,AAA,2013J,-52.0,0,2,69.5,0.7071067811865476,2,1.0
290201,AAA,2013J,-96.0,0,2,73.5,6.363961030678928,2,1.0
290757,AAA,2013J,-141.0,0,2,74.5,0.7071067811865476,2,1.0
291334,AAA,2013J,-132.0,0,2,84.5,0.7071067811865476,2,1.0
292923,AAA,2013J,-162.0,1,0,,0.0,0,0.0
293699,AAA,2013J,-27.0,0,1,55.0,0.0,2,0.5
294570,AAA,2013J,-80.0,0,2,77.0,7.0710678118654755,2,1.0
294594,AAA,2013J,-145.0,0,2,57.0,5.656854249492381,2,1.0
295741,AAA,2013J,-17.0,0,2,45.0,9.899494936611665,2,1.0
296332,AAA,2013J,-115.0,0,2,93.0,2.8284271247461903,2,1.0
298696,AAA,2013J,-32.0,0,2,73.5,4.949747468305833,2,1.0
300398,AAA,2013J,-59.0,0,2,81.0,1.4142135623730951,2,1.0
302302,AAA,2013J,-83.0,0,2,58.5,0.7071067811865476,2,1.0
305152,AAA,2013J,-18.0,0,1,64.0,0.0,2,0.5
305386,AAA,2013J,-66.0,0,2,75.5,0.7071067811865476,2,1.0
305539,AAA,2013J,-54.0,1,0,,0.0,0,0.0
306107,AAA,2013J,-107.0,0,2,59.5,19.091883092036785,2,1.0
306466,AAA,2013J,-58.0,0,2,79.5,2.1213203435596424,2,1.0
306897,AAA,2013J,-123.0,0,2,72.5,0.7071067811865476,2,1.0
307061,AAA,2013J,-31.0,0,2,79.0,4.242640687119285,2,1.0
307866,AAA,2013J,-107.0,0,2,49.5,3.5355339059327378,2,1.0
311917,AAA,2013J,-121.0,0,2,50.5,6.363961030678928,2,1.0
312537,AAA,2013J,-79.0,0,2,89.0,1.4142135623730951,2,1.0
312782,AAA,2013J,-59.0,0,2,71.5,24.748737341529164,2,1.0
318933,AAA,2013J,-100.0,0,2,66.5,4.949747468305833,2,1.0
319047,AAA,2013J,-47.0,0,2,76.0,1.4142135623730951,2,1.0
321942,AAA,2013J,-67.0,0,2,81.0,1.4142135623730951,2,1.0
324002,AAA,2013J,-32.0,0,2,77.0,11.313708498984761,2,1.0
324084,AAA,2013J,-165.0,0,2,46.5,16.263455967290593,2,1.0
324282,AAA,2013J,-32.0,0,2,48.0,14.142135623730951,2,1.0
331358,AAA,2013J,-67.0,1,1,84.0,0.0,2,0.5
332789,AAA,2013J,-64.0,0,2,73.0,5.656854249492381,2,1.0
333059,AAA,2013J,-103.0,0,2,71.0,1.4142135623730951,2,1.0
333323,AAA,2013J,-53.0,0,2,77.5,0.7071067811865476,2,1.0
334259,AAA,2013J,-32.0,0,1,57.0,0.0,2,0.5
334333,AAA,2013J,-192.0,1,1,36.0,0.0,2,0.5
335764,AAA,2013J,-196.0,1,2,86.5,0.7071067811865476,2,1.0
336207,AAA,2013J,-110.0,0,2,69.0,2.8284271247461903,2,1.0
339972,AAA,2013J,-57.0,0,2,56.0,16.97056274847714,2,1.0
341872,AAA,2013J,48.0,0,2,64.0,0.0,2,1.0
342007,AAA,2013J,-71.0,1,1,75.0,0.0,2,0.5
342514,AAA,2013J,-81.0,0,2,71.0,4.242640687119285,2,1.0
342972,AAA,2013J,-60.0,0,2,59.5,3.5355339059327378,2,1.0
343446,AAA,2013J,-49.0,0,2,75.5,2.1213203435596424,2,1.0
344282,AAA,2013J,-12.0,0,2,57.0,5.656854249492381,2,1.0
345068,AAA,2013J,-37.0,0,2,72.5,3.5355339059327378,2,1.0
345357,AAA,2013J,-18.0,0,2,72.5,3.5355339059327378,2,1.0
346025,AAA,2013J,-75.0,0,2,80.0,7.0710678118654755,2,1.0
346843,AAA,2013J,-44.0,0,0,,0.0,0,0.0
350188,AAA,2013J,-49.0,0,2,75.0,0.0,2,1.0
354858,AAA,2013J,-32.0,1,0,,0.0,0,0.0
357668,AAA,2013J,-38.0,0,2,56.0,9.899494936611665,2,1.0
364177,AAA,2013J,-129.0,0,2,64.5,0.7071067811865476,2,1.0
365244,AAA,2013J,-38.0,0,2,58.5,7.7781745930520225,2,1.0
365642,AAA,2013J,-52.0,0,2,65.5,3.5355339059327378,2,1.0
366483,AAA,2013J,-4.0,0,2,79.0,12.727922061357855,2,1.0
368194,AAA,2013J,-123.0,0,2,51.5,3.5355339059327378,2,1.0
368824,AAA,2013J,-60.0,0,2,64.5,4.949747468305833,2,1.0
368963,AAA,2013J,-19.0,0,2,58.5,0.7071067811865476,2,1.0
376439,AAA,2013J,-87.0,0,2,81.5,6.363961030678928,2,1.0
376581,AAA,2013J,-64.0,0,2,73.0,18.384776310850235,2,1.0
380953,AAA,2013J,-155.0,0,2,65.5,10.606601717798213,2,1.0
383254,AAA,2013J,-61.0,0,2,71.5,3.5355339059327378,2,1.0
386924,AAA,2013J,-192.0,0,2,62.0,4.242640687119285,2,1.0
386952,AAA,2013J,-38.0,0,2,65.0,2.8284271247461903,2,1.0
388722,AAA,2013J,-179.0,0,2,59.5,7.7781745930520225,2,1.0
388885,AAA,2013J,-185.0,0,2,63.0,16.97056274847714,2,1.0
390890,AAA,2013J,-31.0,1,2,77.5,3.5355339059327378,2,1.0
392756,AAA,2013J,-58.0,0,2,39.0,19.79898987322333,2,1.0
392931,AAA,2013J,-54.0,0,2,64.0,1.4142135623730951,2,1.0
393207,AAA,2013J,-38.0,0,2,71.0,4.242640687119285,2,1.0
396872,AAA,2013J,-23.0,0,2,62.5,0.7071067811865476,2,1.0
398552,AAA,2013J,-57.0,0,2,51.5,3.5355339059327378,2,1.0
401869,AAA,2013J,-53.0,0,2,58.5,4.949747468305833,2,1.0
402470,AAA,2013J,-130.0,0,2,77.0,4.242640687119285,2,1.0
404804,AAA,2013J,-129.0,0,2,48.5,4.949747468305833,2,1.0
405088,AAA,2013J,-67.0,0,2,78.5,9.192388155425117,2,1.0
405961,AAA,2013J,-170.0,1,0,,0.0,0,0.0
414117,AAA,2013J,-73.0,0,2,76.5,6.363961030678928,2,1.0
415969,AAA,2013J,-60.0,1,2,59.5,10.606601717798213,2,1.0
420087,AAA,2013J,-15.0,0,2,78.0,2.8284271247461903,2,1.0
429958,AAA,2013J,-58.0,0,2,57.5,2.1213203435596424,2,1.0
441018,AAA,2013J,-52.0,0,2,57.0,4.242640687119285,2,1.0
441888,AAA,2013J,-53.0,0,2,69.0,7.0710678118654755,2,1.0
442442,AAA,2013J,-32.0,1,2,40.5,2.1213203435596424,2,1.0
444677,AAA,2013J,-38.0,0,2,90.0,1.4142135623730951,2,1.0
470588,AAA,2013J,-43.0,1,1,86.0,0.0,2,0.5
489455,AAA,2013J,-120.0,0,2,71.0,4.242640687119285,2,1.0
494424,AAA,2013J,-38.0,0,0,,0.0,0,0.0
495284,AAA,2013J,-29.0,0,2,66.0,9.899494936611665,2,1.0
498857,AAA,2013J,-16.0,0,2,72.5,6.363961030678928,2,1.0
508818,AAA,2013J,-156.0,0,2,75.5,3.5355339059327378,2,1.0
512460,AAA,2013J,-32.0,0,2,68.5,13.435028842544403,2,1.0
544103,AAA,2013J,-127.0,0,2,81.0,1.4142135623730951,2,1.0
550383,AAA,2013J,-51.0,0,2,59.0,25.45584412271571,2,1.0
564450,AAA,2013J,-43.0,0,2,58.5,7.7781745930520225,2,1.0
568601,AAA,2013J,-30.0,1,2,81.5,4.949747468305833,2,1.0
572652,AAA,2013J,-158.0,0,2,72.0,1.4142135623730951,2,1.0
580389,AAA,2013J,-22.0,0,2,75.0,0.0,2,1.0
581129,AAA,2013J,-38.0,0,1,15.0,0.0,2,0.5
588775,AAA,2013J,-17.0,0,2,83.0,2.8284271247461903,2,1.0
591774,AAA,2013J,-46.0,0,2,81.5,9.192388155425117,2,1.0
603861,AAA,2013J,-38.0,1,2,58.5,3.5355339059327378,2,1.0
606143,AAA,2013J,-43.0,0,2,66.0,16.97056274847714,2,1.0
704156,AAA,2013J,-29.0,0,2,67.5,0.7071067811865476,2,1.0
705379,AAA,2013J,-57.0,0,2,82.0,1.4142135623730951,2,1.0
721259,AAA,2013J,-73.0,1,0,,0.0,0,0.0
749412,AAA,2013J,-138.0,0,2,72.0,15.556349186104045,2,1.0
760729,AAA,2013J,-67.0,0,2,80.0,0.0,2,1.0
905042,AAA,2013J,-91.0,0,2,68.5,6.363961030678928,2,1.0
949618,AAA,2013J,-59.0,0,2,63.0,0.0,2,1.0
958987,AAA,2013J,-67.0,0,2,78.0,0.0,2,1.0
968578,AAA,2013J,-170.0,0,2,69.5,10.606601717798213,2,1.0
969076,AAA,2013J,-42.0,1,2,72.0,14.142135623730951,2,1.0
971027,AAA,2013J,-62.0,0,2,72.0,5.656854249492381,2,1.0
978739,AAA,2013J,-108.0,0,2,58.5,0.7071067811865476,2,1.0
1035023,AAA,2013J,-87.0,0,2,69.0,5.656854249492381,2,1.0
1105478,AAA,2013J,-144.0,0,2,87.5,3.5355339059327378,2,1.0
1352868,AAA,2013J,-63.0,1,2,65.5,0.7071067811865476,2,1.0
1401935,AAA,2013J,-35.0,0,2,35.0,14.142135623730951,2,1.0
1402638,AAA,2013J,-195.0,0,2,72.5,6.363961030678928,2,1.0
1414443,AAA,2013J,-169.0,0,2,59.0,1.4142135623730951,2,1.0
1456619,AAA,2013J,-87.0,1,0,,0.0,0,0.0
1465690,AAA,2013J,-38.0,0,2,80.5,6.363961030678928,2,1.0
1472925,AAA,2013J,20.0,0,2,57.5,4.949747468305833,2,1.0
1488959,AAA,2013J,-30.0,0,2,65.5,2.1213203435596424,2,1.0
1518989,AAA,2013J,-102.0,0,2,77.5,0.7071067811865476,2,1.0
1618738,AAA,2013J,-95.0,0,2,83.5,0.7071067811865476,2,1.0
1620151,AAA,2013J,-95.0,0,1,85.0,0.0,2,0.5
1626710,AAA,2013J,-195.0,0,2,83.5,2.1213203435596424,2,1.0
1640609,AAA,2013J,-191.0,0,2,84.5,2.1213203435596424,2,1.0
1686521,AAA,2013J,-124.0,1,1,68.0,0.0,2,0.5
1729319,AAA,2013J,-106.0,0,2,79.0,1.4142135623730951,2,1.0
1746134,AAA,2013J,-30.0,0,2,85.0,2.8284271247461903,2,1.0
1758449,AAA,2013J,-198.0,1,2,61.0,5.656854249492381,2,1.0
1763015,AAA,2013J,-58.0,1,0,,0.0,0,0.0
1765788,AAA,2013J,-43.0,0,2,60.0,4.242640687119285,2,1.0
1801229,AAA,2013J,-106.0,0,2,77.5,2.1213203435596424,2,1.0
1801641,AAA,2013J,-32.0,0,2,73.0,1.4142135623730951,2,1.0
1847830,AAA,2013J,-164.0,0,2,71.5,16.263455967290593,2,1.0
1860318,AAA,2013J,-53.0,0,2,64.5,10.606601717798213,2,1.0
1889511,AAA,2013J,-42.0,0,2,70.5,2.1213203435596424,2,1.0
1889577,AAA,2013J,-81.0,0,2,70.5,2.1213203435596424,2,1.0
1894188,AAA,2013J,-57.0,0,2,71.5,6.363961030678928,2,1.0
1938355,AAA,2013J,-102.0,0,2,66.0,22.627416997969522,2,1.0
1942396,AAA,2013J,-29.0,0,2,50.0,0.0,2,1.0
1970390,AAA,2013J,-108.0,1,2,84.0,8.48528137423857,2,1.0
1976139,AAA,2013J,-195.0,0,2,75.5,0.7071067811865476,2,1.0
2011876,AAA,2013J,-32.0,0,2,75.0,5.656854249492381,2,1.0
2012966,AAA,2013J,-102.0,0,2,75.5,0.7071067811865476,2,1.0
2051699,AAA,2013J,-137.0,0,2,66.5,6.363961030678928,2,1.0
2062879,AAA,2013J,-74.0,0,2,55.5,0.7071067811865476,2,1.0
2065691,AAA,2013J,-16.0,1,2,35.0,7.0710678118654755,2,1.0
2073016,AAA,2013J,-65.0,1,2,56.5,4.949747468305833,2,1.0
2080474,AAA,2013J,-123.0,0,2,76.0,16.97056274847714,2,1.0
2083877,AAA,2013J,-45.0,0,2,68.0,5.656854249492381,2,1.0
2084066,AAA,2013J,-148.0,0,2,62.5,3.5355339059327378,2,1.0
2104505,AAA,2013J,-65.0,0,2,74.5,7.7781745930520225,2,1.0
2122180,AAA,2013J,-35.0,0,2,83.0,4.242640687119285,2,1.0
2139353,AAA,2013J,-59.0,1,2,63.5,2.1213203435596424,2,1.0
2143752,AAA,2013J,-46.0,0,2,53.0,4.242640687119285,2,1.0
2146792,AAA,2013J,-59.0,0,2,64.0,5.656854249492381,2,1.0
2149225,AAA,2013J,-36.0,1,0,,0.0,0,0.0
2153153,AAA,2013J,-49.0,0,2,64.0,4.242640687119285,2,1.0
2155014,AAA,2013J,-32.0,0,2,70.0,8.48528137423857,2,1.0
2164705,AAA,2013J,-43.0,0,1,70.0,0.0,2,0.5
2171627,AAA,2013J,-50.0,0,2,69.0,2.8284271247461903,2,1.0
2182846,AAA,2013J,-113.0,0,2,64.0,1.4142135623730951,2,1.0
2194100,AAA,2013J,-108.0,0,2,62.5,2.1213203435596424,2,1.0
2197016,AAA,2013J,-35.0,0,2,75.0,0.0,2,1.0
2208424,AAA,2013J,-66.0,0,2,65.0,11.313708498984761,2,1.0
2229865,AAA,2013J,-116.0,0,2,74.5,2.1213203435596424,2,1.0
2255601,AAA,2013J,-28.0,1,2,54.5,23.33452377915607,2,1.0
2268379,AAA,2013J,-74.0,0,2,79.5,0.7071067811865476,2,1.0
2278464,AAA,2013J,-129.0,0,2,55.0,7.0710678118654755,2,1.0
2293923,AAA,2013J,-85.0,0,2,65.5,9.192388155425117,2,1.0
2312620,AAA,2013J,-45.0,1,2,31.0,28.284271247461902,2,1.0
2318055,AAA,2013J,-56.0,1,0,,0.0,0,0.0
2324976,AAA,2013J,-101.0,1,0,,0.0,0,0.0
2329342,AAA,2013J,-56.0,0,2,55.0,1.4142135623730951,2,1.0
2339528,AAA,2013J,-57.0,0,2,75.0,1.4142135623730951,2,1.0
2342426,AAA,2013J,-38.0,0,2,68.5,2.1213203435596424,2,1.0
2344901,AAA,2013J,-24.0,0,2,56.0,15.556349186104045,2,1.0
2358056,AAA,2013J,-102.0,0,2,58.0,2.8284271247461903,2,1.0
2358969,AAA,2013J,-53.0,1,1,68.0,0.0,2,0.5
2364471,AAA,2013J,-80.0,0,2,87.5,3.5355339059327378,2,1.0
2365101,AAA,2013J,-129.0,1,0,,0.0,0,0.0
2367155,AAA,2013J,-22.0,0,2,74.0,15.556349186104045,2,1.0
2369266,AAA,2013J,-94.0,0,2,50.0,0.0,2,1.0
2376496,AAA,2013J,-185.0,0,2,68.0,5.656854249492381,2,1.0
2391984,AAA,2013J,-101.0,1,2,74.5,0.7071067811865476,2,1.0
2411661,AAA,2013J,-17.0,0,2,56.0,1.4142135623730951,2,1.0
2411778,AAA,2013J,-35.0,1,2,80.0,4.242640687119285,2,1.0
2412002,AAA,2013J,-38.0,0,2,79.0,9.899494936611665,2,1.0
2412967,AAA,2013J,-73.0,0,2,78.5,2.1213203435596424,2,1.0
2429854,AAA,2013J,-52.0,1,1,51.0,0.0,2,0.5
2437837,AAA,2013J,-53.0,0,2,72.0,7.0710678118654755,2,1.0
2449878,AAA,2013J,-32.0,0,2,63.0,4.242640687119285,2,1.0
2456480,AAA,2013J,-71.0,0,2,37.0,4.242640687119285,2,1.0
2457256,AAA,2013J,-50.0,0,2,60.0,0.0,2,1.0
2458355,AAA,2013J,-81.0,0,2,87.0,1.4142135623730951,2,1.0
2460080,AAA,2013J,-52.0,0,2,85.5,0.7071067811865476,2,1.0
2461190,AAA,2013J,-11.0,0,2,56.0,8.48528137423857,2,1.0
2469673,AAA,2013J,-22.0,0,1,51.0,0.0,2,0.5
2470694,AAA,2013J,-106.0,1,1,67.0,0.0,2,0.5
2479954,AAA,2013J,-46.0,0,2,80.0,4.242640687119285,2,1.0
2481901,AAA,2013J,-195.0,0,2,77.0,7.0710678118654755,2,1.0
2482700,AAA,2013J,-59.0,0,2,56.5,9.192388155425117,2,1.0
2486127,AAA,2013J,-144.0,0,2,68.5,2.1213203435596424,2,1.0
2498700,AAA,2013J,-43.0,0,2,75.0,1.4142135623730951,2,1.0
2516503,AAA,2013J,-65.0,0,2,78.5,4.949747468305833,2,1.0
2518069,AAA,2013J,-105.0,0,2,74.5,0.7071067811865476,2,1.0
2521459,AAA,2013J,-158.0,0,2,56.5,9.192388155425117,2,1.0
2523736,AAA,2013J,-46.0,0,2,61.0,4.242640687119285,2,1.0
2529279,AAA,2013J,-67.0,0,2,75.5,6.363961030678928,2,1.0
2532302,AAA,2013J,-65.0,0,2,70.5,2.1213203435596424,2,1.0
2536991,AAA,2013J,-87.0,0,2,72.0,0.0,2,1.0
2542724,AAA,2013J,-59.0,1,0,,0.0,0,0.0
2550279,AAA,2013J,-153.0,0,2,60.5,2.1213203435596424,2,1.0
2551220,AAA,2013J,-94.0,0,2,65.5,16.263455967290593,2,1.0
2552472,AAA,2013J,-38.0,1,2,53.5,12.020815280171307,2,1.0
2555340,AAA,2013J,-67.0,0,2,84.5,13.435028842544403,2,1.0
2557283,AAA,2013J,-80.0,0,2,73.5,2.1213203435596424,2,1.0
2559575,AAA,2013J,-31.0,0,2,59.0,7.0710678118654755,2,1.0
2562034,AAA,2013J,-30.0,0,2,66.0,5.656854249492381,2,1.0
2566163,AAA,2013J,-91.0,0,2,71.0,22.627416997969522,2,1.0
2566592,AAA,2013J,-35.0,0,2,71.5,20.506096654409877,2,1.0
2569324,AAA,2013J,-81.0,1,0,,0.0,0,0.0
2574528,AAA,2013J,-16.0,0,2,67.5,6.363961030678928,2,1.0
2574583,AAA,2013J,-63.0,0,2,68.5,3.5355339059327378,2,1.0
2576122,AAA,2013J,-137.0,1,1,64.0,0.0,2,0.5
2578995,AAA,2013J,-62.0,0,2,79.5,6.363961030678928,2,1.0
2586560,AAA,2013J,-94.0,0,2,70.0,7.0710678118654755,2,1.0
2594139,AAA,2013J,-74.0,0,2,80.0,9.899494936611665,2,1.0
2598871,AAA,2013J,-128.0,0,2,66.0,0.0,2,1.0
2599352,AAA,2013J,-106.0,0,2,77.5,3.5355339059327378,2,1.0
2600688,AAA,2013J,-165.0,0,2,68.0,5.656854249492381,2,1.0
2606098,AAA,2013J,-102.0,0,2,70.0,0.0,2,1.0
2613116,AAA,2013J,-63.0,0,2,69.0,1.4142135623730951,2,1.0
2617002,AAA,2013J,-46.0,0,2,60.0,9.899494936611665,2,1.0
2620584,AAA,2013J,-109.0,0,0,,0.0,0,0.0
2639449,AAA,2013J,-127.0,0,2,67.5,0.7071067811865476,2,1.0
2639540,AAA,2013J,-38.0,0,2,77.0,1.4142135623730951,2,1.0
